Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Obox4-ps1	0.585086829830179	-2.2363560392966	4.93284174346931	-0.453360589209527	0.650289110403617	NA
Sult2a7	2.24296388202594	2.96485006939266	2.72602082266422	1.08761093999826	0.276766899089684	NA
Sult2a8	0.656217103448481	1.81184782879335	4.91910016149782	0.368329119007338	0.712627842545671	NA
Phf20-ps	1.22357766374233	0.136930682281387	3.17492625032158	0.0431287757526706	0.96559888090146	NA
Sult2a3	0.437351925541089	2.06767722983759	4.89227575892597	0.422641186172939	0.672557072271063	NA
Zbed4-ps3	0.218612891058262	0.916476028211908	4.96798214910974	0.184476513945635	0.853639650113132	NA
Sult2a4	5.00404505679634	0.842874325438997	1.74900367618231	0.481916840380122	0.629865022496106	NA
Zbed4-ps2	0.29254341491509	-1.66660534846434	4.96798110852448	-0.335469340977291	0.737271068475111	NA
Sult2a2	0.437351925541089	2.06767722983759	4.89227575892597	0.422641186172939	0.672557072271063	NA
Tmem167-ps1	1.0223126119467	-0.369801164464007	4.0459255679952	-0.0914008817634397	0.927174061137824	NA
Kat6b-ps1	2.79577685329568	-0.661491603328392	2.16399762608515	-0.305680373838989	0.759848017890006	NA
